text,label
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
"Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta. Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni,...",1
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran...",1
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Dataset ini akan digunakan untuk percobaan NLP sederhana.,0
Dataset ini akan digunakan untuk percobaan NLP sederhana. Hari ini cuaca sangat cerah dan langit berwarna biru.,0
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Dataset ini akan digunakan untuk percobaan NLP sederhana.,0
Hari ini cuaca sangat cerah dan langit berwarna biru. Hari ini cuaca sangat cerah dan langit berwarna biru.,0
Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa. Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat.,0
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati,...",1
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Dewi Grantangsasi bersyukur atas berakhirnya...",1
Dataset ini akan digunakan untuk percobaan NLP sederhana. Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat.,0
"Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta. Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden...",1
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Patih Sangkuni menipu Bambang Gandawardaya dengan...",1
Saya sedang menguji model klasifikasi teks menggunakan dataset buatan. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta.",1
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Pertarungan hebat terjadi antara Raden Gandakusuma dan...",1
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat sakti. Setelah semua kebenaran...",1
Saya sedang menguji model klasifikasi teks menggunakan dataset buatan. Dataset ini akan digunakan untuk percobaan NLP sederhana.,0
Banyak orang menyukai cerita fiksi karena mengandung nilai moral. Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat.,0
Hari ini cuaca sangat cerah dan langit berwarna biru. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
Hari ini cuaca sangat cerah dan langit berwarna biru. Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar.,0
"Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah saudara seayah. Di Kerajaan Hastina, Prabu Duryudana dihadap...",1
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat sakti. Patih Sangkuni menipu Bambang...",1
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat sakti. Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya...",1
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Raden Gandakusuma, putra Arjuna dan Dewi...",1
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah...",1
Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci. Dataset ini akan digunakan untuk percobaan NLP sederhana.,0
Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa. Hari ini cuaca sangat cerah dan langit berwarna biru.,0
Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
"Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta. Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden...",1
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat sakti. Pertarungan hebat terjadi antara Raden Gandakusuma dan...",1
"Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah saudara seayah. Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah saudara seayah.",1
Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai. Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai.,1
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Raden Gandakusuma, putra Arjuna dan Dewi...",1
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara,...",1
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Hari ini cuaca sangat cerah dan langit berwarna biru.,0
"Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah saudara seayah. Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil menaklukkan Arya...",1
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua...",1
Banyak orang menyukai cerita fiksi karena mengandung nilai moral. Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat.,0
"Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil menaklukkan Arya Wrekodara, Raden Antareja, serta Raden Gatutkaca. Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna....",1
Dataset ini akan digunakan untuk percobaan NLP sederhana. Hari ini cuaca sangat cerah dan langit berwarna biru.,0
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar.,0
"Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta.",1
"Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah saudara seayah. Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan...",1
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar.,0
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Dewi Grantangsasi, istri Raden...",1
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang...",1
"Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta.",1
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat sakti. Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil...",1
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
"Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah saudara seayah. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada...",1
Banyak orang menyukai cerita fiksi karena mengandung nilai moral. Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas.,0
Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar. Dataset ini akan digunakan untuk percobaan NLP sederhana.,0
"Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta. Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil menaklukkan Arya Wrekodara, Raden Antareja, serta Raden Gatutkaca.",1
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar.,0
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan...",1
"Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai. Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu...",1
"Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta. Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah...",1
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun...",1
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
Saya sedang menguji model klasifikasi teks menggunakan dataset buatan. Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas.,0
Dataset ini akan digunakan untuk percobaan NLP sederhana. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan.",1
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai.",1
Saya sedang menguji model klasifikasi teks menggunakan dataset buatan. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka...",1
Banyak orang menyukai cerita fiksi karena mengandung nilai moral. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
"Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta.",1
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat sakti. Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah...",1
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas.,0
Saya sedang menguji model klasifikasi teks menggunakan dataset buatan. Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar.,0
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar.,0
Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
"Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama Bambang Gandawardaya yang sangat sakti. Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah...",1
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Dewi Grantangsasi...",1
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana....",1
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya...",1
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara,...",1
"Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya...",1
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni,...",1
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang Druna, dan Adipati Karna. Patih Sangkuni melaporkan tentang seorang pemuda bernama...",1
Dataset ini akan digunakan untuk percobaan NLP sederhana. Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat.,0
Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
"Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di...",1
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Dataset ini akan digunakan untuk percobaan NLP sederhana.,0
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan.",1
Dataset ini akan digunakan untuk percobaan NLP sederhana. Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar.,0
Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci. Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas.,0
Hari ini cuaca sangat cerah dan langit berwarna biru. Hari ini cuaca sangat cerah dan langit berwarna biru.,0
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Di...",1
Banyak orang menyukai cerita fiksi karena mengandung nilai moral. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa. Hari ini cuaca sangat cerah dan langit berwarna biru.,0
"Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta. Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di...",1
"Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta.",1
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Setelah semua kebenaran...",1
"Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai. Di Kerajaan Hastina, Prabu Duryudana dihadap Patih Sangkuni, Danghyang...",1
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan...",1
Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar. Dataset ini akan digunakan untuk percobaan NLP sederhana.,0
Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
Saya sedang menguji model klasifikasi teks menggunakan dataset buatan. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya...",1
Dataset ini akan digunakan untuk percobaan NLP sederhana. Hari ini cuaca sangat cerah dan langit berwarna biru.,0
Hari ini cuaca sangat cerah dan langit berwarna biru. Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa.,0
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Dewi Grantangsasi, istri Raden...",1
Hari ini cuaca sangat cerah dan langit berwarna biru. Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas.,0
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Hari ini cuaca sangat cerah dan langit berwarna biru.,0
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Bagawan Wilawuk datang...",1
"Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta. Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai.",1
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Raden Gandakusuma, putra Arjuna...",1
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Setelah semua kebenaran terungkap, Raden Arjuna memeluk...",1
"Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai. Raden Gandakusuma, putra Arjuna dan Dewi Gandawati, berpamitan kepada ibunya untuk mencari ayah kandungnya di Kerajaan Amarta.",1
Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai. Pertarungan hebat terjadi antara Raden...,1
"Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta. Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta.",1
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai.",1
"Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai. Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil menaklukkan Arya Wrekodara, Raden Antareja, serta Raden...",1
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Pertarungan hebat...",1
Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa. Model pembelajaran mesin membutuhkan data yang seimbang antara dua kelas.,0
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga akhirnya mereka sadar bahwa keduanya adalah saudara seayah.",1
"Dewi Grantangsasi, istri Raden Gandawardaya, ditinggal suaminya dan dirayu oleh Raden Lesmana Mandrakumara, namun ia menolak dan menggunakan aji sirep untuk melarikan diri dari istana. Raden Gandakusuma, putra Arjuna dan Dewi...",1
Analisis teks dapat digunakan untuk memahami emosi dan topik dalam dokumen. Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat.,0
"Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana, padahal sebenarnya Raden Premadi adalah nama lain dari Raden Arjuna. Raden Gandawardaya menyerang Kerajaan Amarta atas perintah...",1
Saya sedang menguji model klasifikasi teks menggunakan dataset buatan. Saya sedang menguji model klasifikasi teks menggunakan dataset buatan.,0
"Prabu Kresna hadir sebagai penengah, memastikan agar Raden Gandawardaya menebus kesalahannya dengan membebaskan para Pandawa yang ditawan. Patih Sangkuni menipu Bambang...",1
"Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak mereka tinggal di Indraprasta. Patih Sangkuni menipu Bambang Gandawardaya dengan mengatakan bahwa ayah kandungnya adalah Prabu Duryudana,...",1
Dataset ini akan digunakan untuk percobaan NLP sederhana. Pemrograman Python sangat menyenangkan jika dipelajari dengan sabar.,0
"Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan. Dewi Grantangsasi bersyukur atas berakhirnya kesalahpahaman, dan kisah Gandawardaya pun menjadi pelajaran tentang kesetiaan, tipu daya, dan pengampunan.",1
Banyak orang menyukai cerita fiksi karena mengandung nilai moral. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
Aku sedang belajar membuat dataset teks untuk pelatihan model bahasa. Proyek ini bertujuan mengenali tema dalam cerita berdasarkan kata kunci.,0
"Bagawan Wilawuk datang menjelaskan kebenaran bahwa Raden Arjuna adalah ayah dari kedua pemuda itu. Semua kesalahpahaman pun berakhir dengan damai. Pertarungan hebat terjadi antara Raden Gandakusuma dan Raden Gandawardaya, hingga...",1
Dataset ini akan digunakan untuk percobaan NLP sederhana. Dataset ini akan digunakan untuk percobaan NLP sederhana.,0
Dataset ini akan digunakan untuk percobaan NLP sederhana. Membaca kisah klasik bisa membantu memahami budaya dan sejarah masyarakat.,0
"Raden Gandawardaya menyerang Kerajaan Amarta atas perintah Prabu Duryudana, dan berhasil menaklukkan Arya Wrekodara, Raden Antareja, serta Raden Gatutkaca. Setelah semua kebenaran terungkap, Raden Arjuna memeluk kedua putranya dan mengajak...",1
